epoch,blooming-feather-17 - _step,blooming-feather-17 - _step__MIN,blooming-feather-17 - _step__MAX,blooming-feather-17 - train/loss,blooming-feather-17 - train/loss__MIN,blooming-feather-17 - train/loss__MAX,blooming-feather-17 - val/loss,blooming-feather-17 - val/loss__MIN,blooming-feather-17 - val/loss__MAX
179,538.5,538,539,2.1369238311509853e-8,2.1369238311509853e-8,2.1369238311509853e-8,2.1718910499515772e-8,2.1718910499515772e-8,2.1718910499515772e-8
180,541.5,541,542,2.1358391901078587e-8,2.1358391901078587e-8,2.1358391901078587e-8,2.161796230983111e-8,2.161796230983111e-8,2.161796230983111e-8
181,544.5,544,545,2.134310307849268e-8,2.134310307849268e-8,2.134310307849268e-8,2.1892546137777152e-8,2.1892546137777152e-8,2.1892546137777152e-8
182,547.5,547,548,2.132998469191707e-8,2.132998469191707e-8,2.132998469191707e-8,2.1792719466713614e-8,2.1792719466713614e-8,2.1792719466713614e-8
183,550.5,550,551,2.132815337236095e-8,2.132815337236095e-8,2.132815337236095e-8,2.1723111575032335e-8,2.1723111575032335e-8,2.1723111575032335e-8
184,553.5,553,554,2.1331894882565114e-8,2.1331894882565114e-8,2.1331894882565114e-8,2.1709511067200606e-8,2.1709511067200606e-8,2.1709511067200606e-8
185,556.5,556,557,2.1316137034824546e-8,2.1316137034824546e-8,2.1316137034824546e-8,2.1764791634898922e-8,2.1764791634898922e-8,2.1764791634898922e-8
186,559.5,559,560,2.1320154565565462e-8,2.1320154565565462e-8,2.1320154565565462e-8,2.1764531562010774e-8,2.1764531562010774e-8,2.1764531562010774e-8
187,562.5,562,563,2.1316942791375153e-8,2.1316942791375153e-8,2.1316942791375153e-8,2.176237409792905e-8,2.176237409792905e-8,2.176237409792905e-8
188,565.5,565,566,2.12954606239329e-8,2.12954606239329e-8,2.12954606239329e-8,2.1674667007058743e-8,2.1674667007058743e-8,2.1674667007058743e-8
189,568.5,568,569,2.1283740768403915e-8,2.1283740768403915e-8,2.1283740768403915e-8,2.1519197458918297e-8,2.1519197458918297e-8,2.1519197458918297e-8
190,571.5,571,572,2.1308517558752233e-8,2.1308517558752233e-8,2.1308517558752233e-8,2.1652309312384146e-8,2.1652309312384146e-8,2.1652309312384146e-8
191,574.5,574,575,2.126192940223236e-8,2.126192940223236e-8,2.126192940223236e-8,2.150841153593976e-8,2.150841153593976e-8,2.150841153593976e-8
192,577.5,577,578,2.124733828062929e-8,2.124733828062929e-8,2.124733828062929e-8,2.1741165326653388e-8,2.1741165326653388e-8,2.1741165326653388e-8
193,580.5,580,581,2.127793781498947e-8,2.127793781498947e-8,2.127793781498947e-8,2.184758377584353e-8,2.184758377584353e-8,2.184758377584353e-8
194,583.5,583,584,2.1252388667991353e-8,2.1252388667991353e-8,2.1252388667991353e-8,2.1794936214342608e-8,2.1794936214342608e-8,2.1794936214342608e-8
195,586.5,586,587,2.1238350589576813e-8,2.1238350589576813e-8,2.1238350589576813e-8,2.1597793021240796e-8,2.1597793021240796e-8,2.1597793021240796e-8
196,589.5,589,590,2.1239923495111823e-8,2.1239923495111823e-8,2.1239923495111823e-8,2.1633046478263516e-8,2.1633046478263516e-8,2.1633046478263516e-8
197,592.5,592,593,2.1218674042072237e-8,2.1218674042072237e-8,2.1218674042072237e-8,2.1695535396923194e-8,2.1695535396923194e-8,2.1695535396923194e-8
198,595.5,595,596,2.119591521086117e-8,2.119591521086117e-8,2.119591521086117e-8,2.1719225554358513e-8,2.1719225554358513e-8,2.1719225554358513e-8
199,598.5,598,599,2.1215946865463966e-8,2.1215946865463966e-8,2.1215946865463966e-8,2.1569907859463755e-8,2.1569907859463755e-8,2.1569907859463755e-8
200,601.5,601,602,2.120687707355845e-8,2.120687707355845e-8,2.120687707355845e-8,2.141405588209854e-8,2.141405588209854e-8,2.141405588209854e-8
201,604.5,604,605,2.1211477235772498e-8,2.1211477235772498e-8,2.1211477235772498e-8,2.2187491055257352e-8,2.2187491055257352e-8,2.2187491055257352e-8
202,607.5,607,608,2.1199224138870885e-8,2.1199224138870885e-8,2.1199224138870885e-8,2.1565643319256215e-8,2.1565643319256215e-8,2.1565643319256215e-8
203,610.5,610,611,2.1188859426789482e-8,2.1188859426789482e-8,2.1188859426789482e-8,2.172856290831408e-8,2.172856290831408e-8,2.172856290831408e-8
204,613.5,613,614,2.1181780536627768e-8,2.1181780536627768e-8,2.1181780536627768e-8,2.149826144334614e-8,2.149826144334614e-8,2.149826144334614e-8
205,616.5,616,617,2.1183808578433583e-8,2.1183808578433583e-8,2.1183808578433583e-8,2.1465161121958106e-8,2.1465161121958106e-8,2.1465161121958106e-8
206,619.5,619,620,2.1162593379757747e-8,2.1162593379757747e-8,2.1162593379757747e-8,2.159545792206746e-8,2.159545792206746e-8,2.159545792206746e-8
207,622.5,622,623,2.1143121716520723e-8,2.1143121716520723e-8,2.1143121716520723e-8,2.2150469977827706e-8,2.2150469977827706e-8,2.2150469977827706e-8
208,625.5,625,626,2.114224518793993e-8,2.114224518793993e-8,2.114224518793993e-8,2.1946037358269955e-8,2.1946037358269955e-8,2.1946037358269955e-8
209,628.5,628,629,2.11261277706733e-8,2.11261277706733e-8,2.11261277706733e-8,2.153911308539598e-8,2.153911308539598e-8,2.153911308539598e-8
210,631.5,631,632,2.112906644744245e-8,2.112906644744245e-8,2.112906644744245e-8,2.148161775778753e-8,2.148161775778753e-8,2.148161775778753e-8
211,634.5,634,635,2.1110711045286964e-8,2.1110711045286964e-8,2.1110711045286964e-8,2.171196148788773e-8,2.171196148788773e-8,2.171196148788773e-8
212,637.5,637,638,2.111100262405638e-8,2.111100262405638e-8,2.111100262405638e-8,2.17151208379139e-8,2.17151208379139e-8,2.17151208379139e-8
213,640.5,640,641,2.1107504463235245e-8,2.1107504463235245e-8,2.1107504463235245e-8,2.1736290660569556e-8,2.1736290660569556e-8,2.1736290660569556e-8
214,643.5,643,644,2.1089697678277466e-8,2.1089697678277466e-8,2.1089697678277466e-8,2.1551781458753375e-8,2.1551781458753375e-8,2.1551781458753375e-8
215,646.5,646,647,2.1101095511367246e-8,2.1101095511367246e-8,2.1101095511367246e-8,2.1538125928109264e-8,2.1538125928109264e-8,2.1538125928109264e-8
216,649.5,649,650,2.1087897611175346e-8,2.1087897611175346e-8,2.1087897611175346e-8,2.1425662434149435e-8,2.1425662434149435e-8,2.1425662434149435e-8
217,652.5,652,653,2.107930490796259e-8,2.107930490796259e-8,2.107930490796259e-8,2.1561785403116247e-8,2.1561785403116247e-8,2.1561785403116247e-8
218,655.5,655,656,2.1066703276706993e-8,2.1066703276706993e-8,2.1066703276706993e-8,2.146308728566528e-8,2.146308728566528e-8,2.146308728566528e-8
219,658.5,658,659,2.1067776556880344e-8,2.1067776556880344e-8,2.1067776556880344e-8,2.143561752389468e-8,2.143561752389468e-8,2.143561752389468e-8
220,661.5,661,662,2.1057083529145417e-8,2.1057083529145417e-8,2.1057083529145417e-8,2.1412985801816022e-8,2.1412985801816022e-8,2.1412985801816022e-8
221,664.5,664,665,2.1018331567564716e-8,2.1018331567564716e-8,2.1018331567564716e-8,2.1510153053007958e-8,2.1510153053007958e-8,2.1510153053007958e-8
222,667.5,667,668,2.1042623799698844e-8,2.1042623799698844e-8,2.1042623799698844e-8,2.1448726335268833e-8,2.1448726335268833e-8,2.1448726335268833e-8
223,670.5,670,671,2.1026654332562892e-8,2.1026654332562892e-8,2.1026654332562892e-8,2.1578783811950697e-8,2.1578783811950697e-8,2.1578783811950697e-8
224,673.5,673,674,2.1041275271192965e-8,2.1041275271192965e-8,2.1041275271192965e-8,2.1631878512157696e-8,2.1631878512157696e-8,2.1631878512157696e-8
225,676.5,676,677,2.101700017953043e-8,2.101700017953043e-8,2.101700017953043e-8,2.158418128678023e-8,2.158418128678023e-8,2.158418128678023e-8
226,679.5,679,680,2.1011731455853303e-8,2.1011731455853303e-8,2.1011731455853303e-8,2.1289510494612168e-8,2.1289510494612168e-8,2.1289510494612168e-8
227,682.5,682,683,2.1005538852956908e-8,2.1005538852956908e-8,2.1005538852956908e-8,2.140987760660134e-8,2.140987760660134e-8,2.140987760660134e-8
228,685.5,685,686,2.1005601771381018e-8,2.1005601771381018e-8,2.1005601771381018e-8,2.1501704347400708e-8,2.1501704347400708e-8,2.1501704347400708e-8
229,688.5,688,689,2.099215665639154e-8,2.099215665639154e-8,2.099215665639154e-8,2.134608912189383e-8,2.134608912189383e-8,2.134608912189383e-8
230,691.5,691,692,2.0995502260300846e-8,2.0995502260300846e-8,2.0995502260300846e-8,2.1359986605512235e-8,2.1359986605512235e-8,2.1359986605512235e-8
231,694.5,694,695,2.09518277363771e-8,2.09518277363771e-8,2.09518277363771e-8,2.1197859458374073e-8,2.1197859458374073e-8,2.1197859458374073e-8
232,697.5,697,698,2.097537934799808e-8,2.097537934799808e-8,2.097537934799808e-8,2.1342343907175122e-8,2.1342343907175122e-8,2.1342343907175122e-8
233,700.5,700,701,2.0969366135504617e-8,2.0969366135504617e-8,2.0969366135504617e-8,2.168747049075853e-8,2.168747049075853e-8,2.168747049075853e-8
234,703.5,703,704,2.0952565034583134e-8,2.0952565034583134e-8,2.0952565034583134e-8,2.1572845802446083e-8,2.1572845802446083e-8,2.1572845802446083e-8
235,706.5,706,707,2.0963817714298166e-8,2.0963817714298166e-8,2.0963817714298166e-8,2.156034359532642e-8,2.156034359532642e-8,2.156034359532642e-8
236,709.5,709,710,2.092781099351202e-8,2.092781099351202e-8,2.092781099351202e-8,2.1534170906133613e-8,2.1534170906133613e-8,2.1534170906133613e-8
237,712.5,712,713,2.0919055741614146e-8,2.0919055741614146e-8,2.0919055741614146e-8,2.123144078744932e-8,2.123144078744932e-8,2.123144078744932e-8
238,715.5,715,716,2.0912314177760167e-8,2.0912314177760167e-8,2.0912314177760167e-8,2.1148339144911625e-8,2.1148339144911625e-8,2.1148339144911625e-8
239,718.5,718,719,2.091090017793659e-8,2.091090017793659e-8,2.091090017793659e-8,2.143433394686812e-8,2.143433394686812e-8,2.143433394686812e-8
240,721.5,721,722,2.0909374093522296e-8,2.0909374093522296e-8,2.0909374093522296e-8,2.1633997724051436e-8,2.1633997724051436e-8,2.1633997724051436e-8
241,724.5,724,725,2.091593768163881e-8,2.091593768163881e-8,2.091593768163881e-8,2.163841936585918e-8,2.163841936585918e-8,2.163841936585918e-8
242,727.5,727,728,2.0893749522184067e-8,2.0893749522184067e-8,2.0893749522184067e-8,2.1263825491430085e-8,2.1263825491430085e-8,2.1263825491430085e-8
243,730.5,730,731,2.0896568493329422e-8,2.0896568493329422e-8,2.0896568493329422e-8,2.1342252374694108e-8,2.1342252374694108e-8,2.1342252374694108e-8
244,733.5,733,734,2.0884422775760467e-8,2.0884422775760467e-8,2.0884422775760467e-8,2.1428234096487674e-8,2.1428234096487674e-8,2.1428234096487674e-8
245,736.5,736,737,2.0850112902753412e-8,2.0850112902753412e-8,2.0850112902753412e-8,2.1309270752716602e-8,2.1309270752716602e-8,2.1309270752716602e-8
246,739.5,739,740,2.0858198967760716e-8,2.0858198967760716e-8,2.0858198967760716e-8,2.1406473022883553e-8,2.1406473022883553e-8,2.1406473022883553e-8
247,742.5,742,743,2.085666459143593e-8,2.085666459143593e-8,2.085666459143593e-8,2.1348084115579304e-8,2.1348084115579304e-8,2.1348084115579304e-8
248,745.5,745,746,2.086453491025944e-8,2.086453491025944e-8,2.086453491025944e-8,2.1190244871179638e-8,2.1190244871179638e-8,2.1190244871179638e-8
249,748.5,748,749,2.0845351212554926e-8,2.0845351212554926e-8,2.0845351212554926e-8,2.101896555486852e-8,2.101896555486852e-8,2.101896555486852e-8
250,751.5,751,752,2.0852870648528433e-8,2.0852870648528433e-8,2.0852870648528433e-8,2.160031567095398e-8,2.160031567095398e-8,2.160031567095398e-8
251,754.5,754,755,2.0809998462113897e-8,2.0809998462113897e-8,2.0809998462113897e-8,2.137616644561586e-8,2.137616644561586e-8,2.137616644561586e-8
252,757.5,757,758,2.0841827592473874e-8,2.0841827592473874e-8,2.0841827592473874e-8,2.1008180385285383e-8,2.1008180385285383e-8,2.1008180385285383e-8
253,760.5,760,761,2.0808053368620117e-8,2.0808053368620117e-8,2.0808053368620117e-8,2.1229150749274614e-8,2.1229150749274614e-8,2.1229150749274614e-8
254,763.5,763,764,2.080240530972148e-8,2.080240530972148e-8,2.080240530972148e-8,2.1154720128961626e-8,2.1154720128961626e-8,2.1154720128961626e-8
255,766.5,766,767,2.0810140903674183e-8,2.0810140903674183e-8,2.0810140903674183e-8,2.1266209937296282e-8,2.1266209937296282e-8,2.1266209937296282e-8
256,769.5,769,770,2.0782188633312275e-8,2.0782188633312275e-8,2.0782188633312275e-8,2.1176130132541574e-8,2.1176130132541574e-8,2.1176130132541574e-8
257,772.5,772,773,2.0766683733193765e-8,2.0766683733193765e-8,2.0766683733193765e-8,2.105879613487612e-8,2.105879613487612e-8,2.105879613487612e-8
258,775.5,775,776,2.0778780467782713e-8,2.0778780467782713e-8,2.0778780467782713e-8,2.1573197360003796e-8,2.1573197360003796e-8,2.1573197360003796e-8
259,778.5,778,779,2.0801546007814052e-8,2.0801546007814052e-8,2.0801546007814052e-8,2.1464245132906816e-8,2.1464245132906816e-8,2.1464245132906816e-8
260,781.5,781,782,2.0765474807725113e-8,2.0765474807725113e-8,2.0765474807725113e-8,2.1089141642290505e-8,2.1089141642290505e-8,2.1089141642290505e-8
261,784.5,784,785,2.0764611434085006e-8,2.0764611434085006e-8,2.0764611434085006e-8,2.103611002498543e-8,2.103611002498543e-8,2.103611002498543e-8
262,787.5,787,788,2.0777411408466075e-8,2.0777411408466075e-8,2.0777411408466075e-8,2.1108933044267102e-8,2.1108933044267102e-8,2.1108933044267102e-8
263,790.5,790,791,2.0740596128642782e-8,2.0740596128642782e-8,2.0740596128642782e-8,2.134432643337525e-8,2.134432643337525e-8,2.134432643337525e-8
264,793.5,793,794,2.0744881304879176e-8,2.0744881304879176e-8,2.0744881304879176e-8,2.116306513733199e-8,2.116306513733199e-8,2.116306513733199e-8
265,796.5,796,797,2.0718277457578183e-8,2.0718277457578183e-8,2.0718277457578183e-8,2.1717555216652314e-8,2.1717555216652314e-8,2.1717555216652314e-8
266,799.5,799,800,2.0731763030742664e-8,2.0731763030742664e-8,2.0731763030742664e-8,2.1044962449609018e-8,2.1044962449609018e-8,2.1044962449609018e-8
267,802.5,802,803,2.0715560527298054e-8,2.0715560527298054e-8,2.0715560527298054e-8,2.107506845976817e-8,2.107506845976817e-8,2.107506845976817e-8
268,805.5,805,806,2.0697331904492545e-8,2.0697331904492545e-8,2.0697331904492545e-8,2.1120428804609614e-8,2.1120428804609614e-8,2.1120428804609614e-8
269,808.5,808,809,2.0690072782937056e-8,2.0690072782937056e-8,2.0690072782937056e-8,2.132121117379975e-8,2.132121117379975e-8,2.132121117379975e-8
270,811.5,811,812,2.0686270263526956e-8,2.0686270263526956e-8,2.0686270263526956e-8,2.0955892533058915e-8,2.0955892533058915e-8,2.0955892533058915e-8
271,814.5,814,815,2.070079881565609e-8,2.070079881565609e-8,2.070079881565609e-8,2.0952477970644728e-8,2.0952477970644728e-8,2.0952477970644728e-8
272,817.5,817,818,2.067524814943294e-8,2.067524814943294e-8,2.067524814943294e-8,2.1137054175474714e-8,2.1137054175474714e-8,2.1137054175474714e-8
273,820.5,820,821,2.0673242177528038e-8,2.0673242177528038e-8,2.0673242177528038e-8,2.0873807795289177e-8,2.0873807795289177e-8,2.0873807795289177e-8
274,823.5,823,824,2.0653173478775833e-8,2.0653173478775833e-8,2.0653173478775833e-8,2.0995279532419457e-8,2.0995279532419457e-8,2.0995279532419457e-8
275,826.5,826,827,2.0647894416243723e-8,2.0647894416243723e-8,2.0647894416243723e-8,2.1042378981680758e-8,2.1042378981680758e-8,2.1042378981680758e-8
276,829.5,829,830,2.066186031193357e-8,2.066186031193357e-8,2.066186031193357e-8,2.099300376410933e-8,2.099300376410933e-8,2.099300376410933e-8
277,832.5,832,833,2.0648092970705558e-8,2.0648092970705558e-8,2.0648092970705558e-8,2.0975383609806273e-8,2.0975383609806273e-8,2.0975383609806273e-8
278,835.5,835,836,2.066239190230439e-8,2.066239190230439e-8,2.066239190230439e-8,2.1013446233029134e-8,2.1013446233029134e-8,2.1013446233029134e-8
279,838.5,838,839,2.0632716139109236e-8,2.0632716139109236e-8,2.0632716139109236e-8,2.0879158355788856e-8,2.0879158355788856e-8,2.0879158355788856e-8
280,841.5,841,842,2.0615511506279564e-8,2.0615511506279564e-8,2.0615511506279564e-8,2.121576310064079e-8,2.121576310064079e-8,2.121576310064079e-8
281,844.5,844,845,2.060645043647982e-8,2.060645043647982e-8,2.060645043647982e-8,2.1231454801923002e-8,2.1231454801923002e-8,2.1231454801923002e-8
282,847.5,847,848,2.061128130674699e-8,2.061128130674699e-8,2.061128130674699e-8,2.1249869084124834e-8,2.1249869084124834e-8,2.1249869084124834e-8
283,850.5,850,851,2.061931049026256e-8,2.061931049026256e-8,2.061931049026256e-8,2.0839211100997624e-8,2.0839211100997624e-8,2.0839211100997624e-8
284,853.5,853,854,2.060126122888197e-8,2.060126122888197e-8,2.060126122888197e-8,2.102748678481017e-8,2.102748678481017e-8,2.102748678481017e-8
285,856.5,856,857,2.0594612411401486e-8,2.0594612411401486e-8,2.0594612411401486e-8,2.0850837436804998e-8,2.0850837436804998e-8,2.0850837436804998e-8
286,859.5,859,860,2.060291775095496e-8,2.060291775095496e-8,2.060291775095496e-8,2.1055105857405828e-8,2.1055105857405828e-8,2.1055105857405828e-8
287,862.5,862,863,2.0586672062253205e-8,2.0586672062253205e-8,2.0586672062253205e-8,2.1173163348410462e-8,2.1173163348410462e-8,2.1173163348410462e-8
288,865.5,865,866,2.057395971768401e-8,2.057395971768401e-8,2.057395971768401e-8,2.1153600132071177e-8,2.1153600132071177e-8,2.1153600132071177e-8
289,868.5,868,869,2.0571120474521705e-8,2.0571120474521705e-8,2.0571120474521705e-8,2.0954519848350216e-8,2.0954519848350216e-8,2.0954519848350216e-8
290,871.5,871,872,2.0570138980197974e-8,2.0570138980197974e-8,2.0570138980197974e-8,2.088113915029567e-8,2.088113915029567e-8,2.088113915029567e-8
291,874.5,874,875,2.0564431944150396e-8,2.0564431944150396e-8,2.0564431944150396e-8,2.148041130852871e-8,2.148041130852871e-8,2.148041130852871e-8
292,877.5,877,878,2.0534419505260518e-8,2.0534419505260518e-8,2.0534419505260518e-8,2.145796226037811e-8,2.145796226037811e-8,2.145796226037811e-8
293,880.5,880,881,2.0531802886088734e-8,2.0531802886088734e-8,2.0531802886088734e-8,2.099234561558724e-8,2.099234561558724e-8,2.099234561558724e-8
294,883.5,883,884,2.052447178991681e-8,2.052447178991681e-8,2.052447178991681e-8,2.1291855241277368e-8,2.1291855241277368e-8,2.1291855241277368e-8
295,886.5,886,887,2.0529071382677393e-8,2.0529071382677393e-8,2.0529071382677393e-8,2.0953334453571128e-8,2.0953334453571128e-8,2.0953334453571128e-8
296,889.5,889,890,2.052720313746954e-8,2.052720313746954e-8,2.052720313746954e-8,2.0803159395249262e-8,2.0803159395249262e-8,2.0803159395249262e-8
297,892.5,892,893,2.0539840923545552e-8,2.0539840923545552e-8,2.0539840923545552e-8,2.1246079391468766e-8,2.1246079391468766e-8,2.1246079391468766e-8
298,895.5,895,896,2.0495319001999638e-8,2.0495319001999638e-8,2.0495319001999638e-8,2.101727741525673e-8,2.101727741525673e-8,2.101727741525673e-8
299,898.5,898,899,2.0508103109816714e-8,2.0508103109816714e-8,2.0508103109816714e-8,2.088201608387562e-8,2.088201608387562e-8,2.088201608387562e-8
300,901.5,901,902,2.0504426627583724e-8,2.0504426627583724e-8,2.0504426627583724e-8,2.091027025572364e-8,2.091027025572364e-8,2.091027025572364e-8
301,904.5,904,905,2.0480832980807533e-8,2.0480832980807533e-8,2.0480832980807533e-8,2.071427552644728e-8,2.071427552644728e-8,2.071427552644728e-8
302,907.5,907,908,2.047402724332451e-8,2.047402724332451e-8,2.047402724332451e-8,2.083184612913801e-8,2.083184612913801e-8,2.083184612913801e-8
303,910.5,910,911,2.0478601451177568e-8,2.0478601451177568e-8,2.0478601451177568e-8,2.08823700184882e-8,2.08823700184882e-8,2.08823700184882e-8
304,913.5,913,914,2.044704056821375e-8,2.044704056821375e-8,2.044704056821375e-8,2.101906769192659e-8,2.101906769192659e-8,2.101906769192659e-8
305,916.5,916,917,2.046494316645645e-8,2.046494316645645e-8,2.046494316645645e-8,2.083178493216179e-8,2.083178493216179e-8,2.083178493216179e-8
306,919.5,919,920,2.0462494904071173e-8,2.0462494904071173e-8,2.0462494904071173e-8,2.090391199683615e-8,2.090391199683615e-8,2.090391199683615e-8
307,922.5,922,923,2.044414553115403e-8,2.044414553115403e-8,2.044414553115403e-8,2.080914295284673e-8,2.080914295284673e-8,2.080914295284673e-8
308,925.5,925,926,2.046292036965442e-8,2.046292036965442e-8,2.046292036965442e-8,2.1087752216493108e-8,2.1087752216493108e-8,2.1087752216493108e-8
309,928.5,928,929,2.0442357255842814e-8,2.0442357255842814e-8,2.0442357255842814e-8,2.1006631583599813e-8,2.1006631583599813e-8,2.1006631583599813e-8
310,931.5,931,932,2.0433574659823462e-8,2.0433574659823462e-8,2.0433574659823462e-8,2.0928607724891946e-8,2.0928607724891946e-8,2.0928607724891946e-8
311,934.5,934,935,2.0442203602540557e-8,2.0442203602540557e-8,2.0442203602540557e-8,2.0897453330194226e-8,2.0897453330194226e-8,2.0897453330194226e-8
312,937.5,937,938,2.0415087792173157e-8,2.0415087792173157e-8,2.0415087792173157e-8,2.0841217124505834e-8,2.0841217124505834e-8,2.0841217124505834e-8
313,940.5,940,941,2.0417163294767617e-8,2.0417163294767617e-8,2.0417163294767617e-8,2.1117178255435253e-8,2.1117178255435253e-8,2.1117178255435253e-8
314,943.5,943,944,2.03964890399575e-8,2.03964890399575e-8,2.03964890399575e-8,2.0936637496189486e-8,2.0936637496189486e-8,2.0936637496189486e-8
315,946.5,946,947,2.040429336435937e-8,2.040429336435937e-8,2.040429336435937e-8,2.0882391447258172e-8,2.0882391447258172e-8,2.0882391447258172e-8
316,949.5,949,950,2.039838888856355e-8,2.039838888856355e-8,2.039838888856355e-8,2.0679803873920325e-8,2.0679803873920325e-8,2.0679803873920325e-8
317,952.5,952,953,2.038991358771697e-8,2.038991358771697e-8,2.038991358771697e-8,2.0603110797677556e-8,2.0603110797677556e-8,2.0603110797677556e-8
318,955.5,955,956,2.038652416894272e-8,2.038652416894272e-8,2.038652416894272e-8,2.1197637492331415e-8,2.1197637492331415e-8,2.1197637492331415e-8
319,958.5,958,959,2.0395205656700343e-8,2.0395205656700343e-8,2.0395205656700343e-8,2.073580603738939e-8,2.073580603738939e-8,2.073580603738939e-8
320,961.5,961,962,2.0372003357550378e-8,2.0372003357550378e-8,2.0372003357550378e-8,2.078092199413505e-8,2.078092199413505e-8,2.078092199413505e-8
321,964.5,964,965,2.0348463491039306e-8,2.0348463491039306e-8,2.0348463491039306e-8,2.0731814423620318e-8,2.0731814423620318e-8,2.0731814423620318e-8
322,967.5,967,968,2.0342954551363104e-8,2.0342954551363104e-8,2.0342954551363104e-8,2.0757109959760185e-8,2.0757109959760185e-8,2.0757109959760185e-8
323,970.5,970,971,2.035562693136332e-8,2.035562693136332e-8,2.035562693136332e-8,2.0618267374070292e-8,2.0618267374070292e-8,2.0618267374070292e-8
324,973.5,973,974,2.0350926416105042e-8,2.0350926416105042e-8,2.0350926416105042e-8,2.059749897476974e-8,2.059749897476974e-8,2.059749897476974e-8
325,976.5,976,977,2.0323894886569037e-8,2.0323894886569037e-8,2.0323894886569037e-8,2.080457406397266e-8,2.080457406397266e-8,2.080457406397266e-8
326,979.5,979,980,2.03202255715742e-8,2.03202255715742e-8,2.03202255715742e-8,2.0996976228552715e-8,2.0996976228552715e-8,2.0996976228552715e-8
327,982.5,982,983,2.0326339661525815e-8,2.0326339661525815e-8,2.0326339661525815e-8,2.0820037872613242e-8,2.0820037872613242e-8,2.0820037872613242e-8
328,985.5,985,986,2.03046339666752e-8,2.03046339666752e-8,2.03046339666752e-8,2.068728735080592e-8,2.068728735080592e-8,2.068728735080592e-8
329,988.5,988,989,2.0288711621654504e-8,2.0288711621654504e-8,2.0288711621654504e-8,2.0681132014606442e-8,2.0681132014606442e-8,2.0681132014606442e-8
330,991.5,991,992,2.0309058823583176e-8,2.0309058823583176e-8,2.0309058823583176e-8,2.068440546707888e-8,2.068440546707888e-8,2.068440546707888e-8
331,994.5,994,995,2.0279298860872574e-8,2.0279298860872574e-8,2.0279298860872574e-8,2.0594883919269518e-8,2.0594883919269518e-8,2.0594883919269518e-8
332,997.5,997,998,2.0298305938046646e-8,2.0298305938046646e-8,2.0298305938046646e-8,2.0562319372460476e-8,2.0562319372460476e-8,2.0562319372460476e-8
333,1000.5,1000,1001,2.0276301606616028e-8,2.0276301606616028e-8,2.0276301606616028e-8,2.058587604315552e-8,2.058587604315552e-8,2.058587604315552e-8
334,1003.5,1003,1004,2.0264986508520867e-8,2.0264986508520867e-8,2.0264986508520867e-8,2.063312686393527e-8,2.063312686393527e-8,2.063312686393527e-8
335,1006.5,1006,1007,2.0269688406442988e-8,2.0269688406442988e-8,2.0269688406442988e-8,2.057481201729851e-8,2.057481201729851e-8,2.057481201729851e-8
336,1009.5,1009,1010,2.026838012933887e-8,2.026838012933887e-8,2.026838012933887e-8,2.068920421002858e-8,2.068920421002858e-8,2.068920421002858e-8
337,1012.5,1012,1013,2.0261268617546666e-8,2.0261268617546666e-8,2.0261268617546666e-8,2.093140558093003e-8,2.093140558093003e-8,2.093140558093003e-8
338,1015.5,1015,1016,2.025558464202619e-8,2.025558464202619e-8,2.025558464202619e-8,2.0517356676145736e-8,2.0517356676145736e-8,2.0517356676145736e-8
339,1018.5,1018,1019,2.023297476570007e-8,2.023297476570007e-8,2.023297476570007e-8,2.0748712951262952e-8,2.0748712951262952e-8,2.0748712951262952e-8
340,1021.5,1021,1022,2.021634954694447e-8,2.021634954694447e-8,2.021634954694447e-8,2.050729350667417e-8,2.050729350667417e-8,2.050729350667417e-8
341,1024.5,1024,1025,2.0226001110918828e-8,2.0226001110918828e-8,2.0226001110918828e-8,2.086143352373926e-8,2.086143352373926e-8,2.086143352373926e-8
342,1027.5,1027,1028,2.023517415354497e-8,2.023517415354497e-8,2.023517415354497e-8,2.0494255610291642e-8,2.0494255610291642e-8,2.0494255610291642e-8
343,1030.5,1030,1031,2.020394880252379e-8,2.020394880252379e-8,2.020394880252379e-8,2.0736949535696997e-8,2.0736949535696997e-8,2.0736949535696997e-8
344,1033.5,1033,1034,2.020668164336791e-8,2.020668164336791e-8,2.020668164336791e-8,2.0488756360074203e-8,2.0488756360074203e-8,2.0488756360074203e-8
345,1036.5,1036,1037,2.0206125450471305e-8,2.0206125450471305e-8,2.0206125450471305e-8,2.1208611011578593e-8,2.1208611011578593e-8,2.1208611011578593e-8
346,1039.5,1039,1040,2.0191162051806703e-8,2.0191162051806703e-8,2.0191162051806703e-8,2.0709536744814208e-8,2.0709536744814208e-8,2.0709536744814208e-8
347,1042.5,1042,1043,2.020915162720936e-8,2.020915162720936e-8,2.020915162720936e-8,2.0648125896362648e-8,2.0648125896362648e-8,2.0648125896362648e-8
348,1045.5,1045,1046,2.0192056150032373e-8,2.0192056150032373e-8,2.0192056150032373e-8,2.043799100646116e-8,2.043799100646116e-8,2.043799100646116e-8
349,1048.5,1048,1049,2.016763925155261e-8,2.016763925155261e-8,2.016763925155261e-8,2.0447383019476587e-8,2.0447383019476587e-8,2.0447383019476587e-8
350,1051.5,1051,1052,2.0172421130291887e-8,2.0172421130291887e-8,2.0172421130291887e-8,2.058376895702773e-8,2.058376895702773e-8,2.058376895702773e-8
