epoch,serene-snow-16 - _step,serene-snow-16 - _step__MIN,serene-snow-16 - _step__MAX,serene-snow-16 - train/loss,serene-snow-16 - train/loss__MIN,serene-snow-16 - train/loss__MAX,serene-snow-16 - val/loss,serene-snow-16 - val/loss__MIN,serene-snow-16 - val/loss__MAX
43,130.5,130,131,0.000001099355778235372,0.000001099355778235372,0.000001099355778235372,9.620449628803469e-7,9.620449628803469e-7,9.620449628803469e-7
44,133.5,133,134,9.909470494391948e-7,9.909470494391948e-7,9.909470494391948e-7,9.610655085343408e-7,9.610655085343408e-7,9.610655085343408e-7
45,136.5,136,137,9.88034595111209e-7,9.88034595111209e-7,9.88034595111209e-7,9.32150119681829e-7,9.32150119681829e-7,9.32150119681829e-7
46,139.5,139,140,9.677932695586802e-7,9.677932695586802e-7,9.677932695586802e-7,8.202413622671931e-7,8.202413622671931e-7,8.202413622671931e-7
47,142.5,142,143,9.137937445257432e-7,9.137937445257432e-7,9.137937445257432e-7,7.277868238253256e-7,7.277868238253256e-7,7.277868238253256e-7
48,145.5,145,146,8.610153010467956e-7,8.610153010467956e-7,8.610153010467956e-7,0.0000015876065311473883,0.0000015876065311473883,0.0000015876065311473883
49,148.5,148,149,8.158884811147682e-7,8.158884811147682e-7,8.158884811147682e-7,8.189242008180858e-7,8.189242008180858e-7,8.189242008180858e-7
50,151.5,151,152,7.264074560225636e-7,7.264074560225636e-7,7.264074560225636e-7,6.862962647231902e-7,6.862962647231902e-7,6.862962647231902e-7
51,154.5,154,155,7.469067599221348e-7,7.469067599221348e-7,7.469067599221348e-7,5.852103319794242e-7,5.852103319794242e-7,5.852103319794242e-7
52,157.5,157,158,7.645684986052232e-7,7.645684986052232e-7,7.645684986052232e-7,7.876405700146508e-7,7.876405700146508e-7,7.876405700146508e-7
53,160.5,160,161,6.736312161325245e-7,6.736312161325245e-7,6.736312161325245e-7,0.0000023580085575765327,0.0000023580085575765327,0.0000023580085575765327
54,163.5,163,164,6.931149156650765e-7,6.931149156650765e-7,6.931149156650765e-7,5.307382668788621e-7,5.307382668788621e-7,5.307382668788621e-7
55,166.5,166,167,6.124280080974818e-7,6.124280080974818e-7,6.124280080974818e-7,0.0000026701201243169104,0.0000026701201243169104,0.0000026701201243169104
56,169.5,169,170,6.456801131687837e-7,6.456801131687837e-7,6.456801131687837e-7,6.075861263111776e-7,6.075861263111776e-7,6.075861263111776e-7
57,172.5,172,173,0.0000012940729871619129,0.0000012940729871619129,0.0000012940729871619129,8.923146921742133e-7,8.923146921742133e-7,8.923146921742133e-7
58,175.5,175,176,5.905541929450094e-7,5.905541929450094e-7,5.905541929450094e-7,4.0619162624742e-7,4.0619162624742e-7,4.0619162624742e-7
59,178.5,178,179,5.975604655340582e-7,5.975604655340582e-7,5.975604655340582e-7,0.0000016887634369775054,0.0000016887634369775054,0.0000016887634369775054
60,181.5,181,182,7.552607779816029e-7,7.552607779816029e-7,7.552607779816029e-7,5.047653752676941e-7,5.047653752676941e-7,5.047653752676941e-7
61,184.5,184,185,5.585337922292852e-7,5.585337922292852e-7,5.585337922292852e-7,4.4288385240059444e-7,4.4288385240059444e-7,4.4288385240059444e-7
62,187.5,187,188,8.213518959459779e-7,8.213518959459779e-7,8.213518959459779e-7,2.7734091371016655e-7,2.7734091371016655e-7,2.7734091371016655e-7
63,190.5,190,191,6.033191080305675e-7,6.033191080305675e-7,6.033191080305675e-7,0.0000014189588017151686,0.0000014189588017151686,0.0000014189588017151686
64,193.5,193,194,6.464258401496472e-7,6.464258401496472e-7,6.464258401496472e-7,9.489735379879302e-7,9.489735379879302e-7,9.489735379879302e-7
65,196.5,196,197,6.191512087711703e-7,6.191512087711703e-7,6.191512087711703e-7,4.5320051489874253e-7,4.5320051489874253e-7,4.5320051489874253e-7
66,199.5,199,200,4.60157439325563e-7,4.60157439325563e-7,4.60157439325563e-7,3.136806178958621e-7,3.136806178958621e-7,3.136806178958621e-7
67,202.5,202,203,6.558639894329915e-7,6.558639894329915e-7,6.558639894329915e-7,5.651507921334455e-7,5.651507921334455e-7,5.651507921334455e-7
68,205.5,205,206,5.680280601214996e-7,5.680280601214996e-7,5.680280601214996e-7,2.5917191796559504e-7,2.5917191796559504e-7,2.5917191796559504e-7
69,208.5,208,209,6.609836885939411e-7,6.609836885939411e-7,6.609836885939411e-7,0.0000011789228484716872,0.0000011789228484716872,0.0000011789228484716872
70,211.5,211,212,5.352233379286409e-7,5.352233379286409e-7,5.352233379286409e-7,3.975067533242563e-7,3.975067533242563e-7,3.975067533242563e-7
71,214.5,214,215,5.4866401742404e-7,5.4866401742404e-7,5.4866401742404e-7,2.742634380983965e-7,2.742634380983965e-7,2.742634380983965e-7
72,217.5,217,218,4.963153895296846e-7,4.963153895296846e-7,4.963153895296846e-7,4.235056108570358e-7,4.235056108570358e-7,4.235056108570358e-7
73,220.5,220,221,6.515223346707269e-7,6.515223346707269e-7,6.515223346707269e-7,3.187943533558216e-7,3.187943533558216e-7,3.187943533558216e-7
74,223.5,223,224,5.922943555810218e-7,5.922943555810218e-7,5.922943555810218e-7,0.0000012562456814583377,0.0000012562456814583377,0.0000012562456814583377
75,226.5,226,227,5.648380771124613e-7,5.648380771124613e-7,5.648380771124613e-7,8.675672590274748e-7,8.675672590274748e-7,8.675672590274748e-7
76,229.5,229,230,4.6187338124120743e-7,4.6187338124120743e-7,4.6187338124120743e-7,4.7069685180151304e-7,4.7069685180151304e-7,4.7069685180151304e-7
77,232.5,232,233,4.831151681920921e-7,4.831151681920921e-7,4.831151681920921e-7,2.679640409626701e-7,2.679640409626701e-7,2.679640409626701e-7
78,235.5,235,236,1.204963058395006e-7,1.204963058395006e-7,1.204963058395006e-7,1.6149897046665833e-7,1.6149897046665833e-7,1.6149897046665833e-7
79,238.5,238,239,1.206477733082604e-7,1.206477733082604e-7,1.206477733082604e-7,1.7451603260656152e-7,1.7451603260656152e-7,1.7451603260656152e-7
80,241.5,241,242,1.197212080426063e-7,1.197212080426063e-7,1.197212080426063e-7,1.415935422849735e-7,1.415935422849735e-7,1.415935422849735e-7
81,244.5,244,245,1.1555879533227397e-7,1.1555879533227397e-7,1.1555879533227397e-7,1.6920498644495659e-7,1.6920498644495659e-7,1.6920498644495659e-7
82,247.5,247,248,1.1437329749488697e-7,1.1437329749488697e-7,1.1437329749488697e-7,1.3757215783561695e-7,1.3757215783561695e-7,1.3757215783561695e-7
83,250.5,250,251,1.1178554378660711e-7,1.1178554378660711e-7,1.1178554378660711e-7,1.463733574097955e-7,1.463733574097955e-7,1.463733574097955e-7
84,253.5,253,254,1.1222444911676917e-7,1.1222444911676917e-7,1.1222444911676917e-7,1.5559680387636275e-7,1.5559680387636275e-7,1.5559680387636275e-7
85,256.5,256,257,1.1118124606090426e-7,1.1118124606090426e-7,1.1118124606090426e-7,1.467258878062104e-7,1.467258878062104e-7,1.467258878062104e-7
86,259.5,259,260,1.117727300235236e-7,1.117727300235236e-7,1.117727300235236e-7,1.4518928854016043e-7,1.4518928854016043e-7,1.4518928854016043e-7
87,262.5,262,263,1.0599491245699344e-7,1.0599491245699344e-7,1.0599491245699344e-7,1.403920899537906e-7,1.403920899537906e-7,1.403920899537906e-7
88,265.5,265,266,1.0840353249399347e-7,1.0840353249399347e-7,1.0840353249399347e-7,1.2907028933346204e-7,1.2907028933346204e-7,1.2907028933346204e-7
89,268.5,268,269,1.0612864357364042e-7,1.0612864357364042e-7,1.0612864357364042e-7,1.3311715619926143e-7,1.3311715619926143e-7,1.3311715619926143e-7
90,271.5,271,272,1.0646019872398908e-7,1.0646019872398908e-7,1.0646019872398908e-7,1.3360204876251502e-7,1.3360204876251502e-7,1.3360204876251502e-7
91,274.5,274,275,1.0410459374208493e-7,1.0410459374208493e-7,1.0410459374208493e-7,1.3026606429921098e-7,1.3026606429921098e-7,1.3026606429921098e-7
92,277.5,277,278,1.0707110998511355e-7,1.0707110998511355e-7,1.0707110998511355e-7,1.380848126550106e-7,1.380848126550106e-7,1.380848126550106e-7
93,280.5,280,281,1.0447193508465815e-7,1.0447193508465815e-7,1.0447193508465815e-7,1.244911106115324e-7,1.244911106115324e-7,1.244911106115324e-7
94,283.5,283,284,1.0052830213276001e-7,1.0052830213276001e-7,1.0052830213276001e-7,1.1816544358585855e-7,1.1816544358585855e-7,1.1816544358585855e-7
95,286.5,286,287,1.0052512158191408e-7,1.0052512158191408e-7,1.0052512158191408e-7,1.3838311019874729e-7,1.3838311019874729e-7,1.3838311019874729e-7
96,289.5,289,290,1.0061384109697123e-7,1.0061384109697123e-7,1.0061384109697123e-7,1.73436746227853e-7,1.73436746227853e-7,1.73436746227853e-7
97,292.5,292,293,9.998529690565152e-8,9.998529690565152e-8,9.998529690565152e-8,1.2447525984102602e-7,1.2447525984102602e-7,1.2447525984102602e-7
98,295.5,295,296,9.924956025884276e-8,9.924956025884276e-8,9.924956025884276e-8,1.6551277552351738e-7,1.6551277552351738e-7,1.6551277552351738e-7
99,298.5,298,299,9.821841455182867e-8,9.821841455182867e-8,9.821841455182867e-8,1.1373407792291518e-7,1.1373407792291518e-7,1.1373407792291518e-7
100,301.5,301,302,9.958655190454789e-8,9.958655190454789e-8,9.958655190454789e-8,1.2305949551000167e-7,1.2305949551000167e-7,1.2305949551000167e-7
101,304.5,304,305,9.469046194389523e-8,9.469046194389523e-8,9.469046194389523e-8,1.3245306775309536e-7,1.3245306775309536e-7,1.3245306775309536e-7
102,307.5,307,308,9.423989671635658e-8,9.423989671635658e-8,9.423989671635658e-8,1.5270102395570994e-7,1.5270102395570994e-7,1.5270102395570994e-7
103,310.5,310,311,9.56068359180088e-8,9.56068359180088e-8,9.56068359180088e-8,1.1305970261081393e-7,1.1305970261081393e-7,1.1305970261081393e-7
104,313.5,313,314,9.288650530690786e-8,9.288650530690786e-8,9.288650530690786e-8,1.0523012460859779e-7,1.0523012460859779e-7,1.0523012460859779e-7
105,316.5,316,317,9.191781002361627e-8,9.191781002361627e-8,9.191781002361627e-8,1.0934509019774127e-7,1.0934509019774127e-7,1.0934509019774127e-7
106,319.5,319,320,9.293965080756776e-8,9.293965080756776e-8,9.293965080756776e-8,1.0742257148383987e-7,1.0742257148383987e-7,1.0742257148383987e-7
107,322.5,322,323,9.27536579808477e-8,9.27536579808477e-8,9.27536579808477e-8,1.0370930653060658e-7,1.0370930653060658e-7,1.0370930653060658e-7
108,325.5,325,326,9.168631655505575e-8,9.168631655505575e-8,9.168631655505575e-8,1.116256208336285e-7,1.116256208336285e-7,1.116256208336285e-7
109,328.5,328,329,9.27280189429334e-8,9.27280189429334e-8,9.27280189429334e-8,1.0698319136392273e-7,1.0698319136392273e-7,1.0698319136392273e-7
110,331.5,331,332,9.24627358642432e-8,9.24627358642432e-8,9.24627358642432e-8,1.2886953890662117e-7,1.2886953890662117e-7,1.2886953890662117e-7
111,334.5,334,335,9.099053742928102e-8,9.099053742928102e-8,9.099053742928102e-8,1.0759919863763683e-7,1.0759919863763683e-7,1.0759919863763683e-7
112,337.5,337,338,9.075125017582645e-8,9.075125017582645e-8,9.075125017582645e-8,1.0452559728402404e-7,1.0452559728402404e-7,1.0452559728402404e-7
113,340.5,340,341,8.739084714875458e-8,8.739084714875458e-8,8.739084714875458e-8,1.1408947055861442e-7,1.1408947055861442e-7,1.1408947055861442e-7
114,343.5,343,344,8.953336591265255e-8,8.953336591265255e-8,8.953336591265255e-8,1.0473762556477957e-7,1.0473762556477957e-7,1.0473762556477957e-7
115,346.5,346,347,8.76768062202094e-8,8.76768062202094e-8,8.76768062202094e-8,1.1321462489353826e-7,1.1321462489353826e-7,1.1321462489353826e-7
116,349.5,349,350,8.934772154916044e-8,8.934772154916044e-8,8.934772154916044e-8,1.0806193342952252e-7,1.0806193342952252e-7,1.0806193342952252e-7
117,352.5,352,353,8.756073009872762e-8,8.756073009872762e-8,8.756073009872762e-8,1.510634298184024e-7,1.510634298184024e-7,1.510634298184024e-7
118,355.5,355,356,8.874650310604218e-8,8.874650310604218e-8,8.874650310604218e-8,1.376305313360421e-7,1.376305313360421e-7,1.376305313360421e-7
119,358.5,358,359,8.441343022785392e-8,8.441343022785392e-8,8.441343022785392e-8,1.1599861284929713e-7,1.1599861284929713e-7,1.1599861284929713e-7
120,361.5,361,362,8.7143384252811e-8,8.7143384252811e-8,8.7143384252811e-8,1.4995299082328747e-7,1.4995299082328747e-7,1.4995299082328747e-7
121,364.5,364,365,8.337948852424847e-8,8.337948852424847e-8,8.337948852424847e-8,1.0103820522898016e-7,1.0103820522898016e-7,1.0103820522898016e-7
122,367.5,367,368,8.948106557722217e-8,8.948106557722217e-8,8.948106557722217e-8,1.0583153638178658e-7,1.0583153638178658e-7,1.0583153638178658e-7
123,370.5,370,371,8.479381783853572e-8,8.479381783853572e-8,8.479381783853572e-8,9.806993155537214e-8,9.806993155537214e-8,9.806993155537214e-8
124,373.5,373,374,8.335879162494452e-8,8.335879162494452e-8,8.335879162494452e-8,1.0509456997334242e-7,1.0509456997334242e-7,1.0509456997334242e-7
125,376.5,376,377,8.344561948742855e-8,8.344561948742855e-8,8.344561948742855e-8,9.627502053572121e-8,9.627502053572121e-8,9.627502053572121e-8
126,379.5,379,380,8.562284954420707e-8,8.562284954420707e-8,8.562284954420707e-8,1.0379142553675346e-7,1.0379142553675346e-7,1.0379142553675346e-7
127,382.5,382,383,8.480476050864101e-8,8.480476050864101e-8,8.480476050864101e-8,1.0811681520826705e-7,1.0811681520826705e-7,1.0811681520826705e-7
128,385.5,385,386,8.165568847481059e-8,8.165568847481059e-8,8.165568847481059e-8,1.0163815251545251e-7,1.0163815251545251e-7,1.0163815251545251e-7
129,388.5,388,389,8.094174018327504e-8,8.094174018327504e-8,8.094174018327504e-8,1.0145953467025197e-7,1.0145953467025197e-7,1.0145953467025197e-7
130,391.5,391,392,8.082781632762018e-8,8.082781632762018e-8,8.082781632762018e-8,9.35570539056842e-8,9.35570539056842e-8,9.35570539056842e-8
131,394.5,394,395,8.259584771341074e-8,8.259584771341074e-8,8.259584771341074e-8,9.542676804366192e-8,9.542676804366192e-8,9.542676804366192e-8
132,397.5,397,398,8.339176252429882e-8,8.339176252429882e-8,8.339176252429882e-8,1.3371009126369103e-7,1.3371009126369103e-7,1.3371009126369103e-7
133,400.5,400,401,7.931756876229874e-8,7.931756876229874e-8,7.931756876229874e-8,9.561274774883724e-8,9.561274774883724e-8,9.561274774883724e-8
134,403.5,403,404,7.965047473916359e-8,7.965047473916359e-8,7.965047473916359e-8,8.944824302492448e-8,8.944824302492448e-8,8.944824302492448e-8
135,406.5,406,407,7.98723937504476e-8,7.98723937504476e-8,7.98723937504476e-8,9.438049154136206e-8,9.438049154136206e-8,9.438049154136206e-8
136,409.5,409,410,8.075341493798346e-8,8.075341493798346e-8,8.075341493798346e-8,8.655459188705116e-8,8.655459188705116e-8,8.655459188705116e-8
137,412.5,412,413,7.953667503099924e-8,7.953667503099924e-8,7.953667503099924e-8,1.0193698628854782e-7,1.0193698628854782e-7,1.0193698628854782e-7
138,415.5,415,416,7.790964614431398e-8,7.790964614431398e-8,7.790964614431398e-8,1.0035476691818477e-7,1.0035476691818477e-7,1.0035476691818477e-7
139,418.5,418,419,7.787161810084499e-8,7.787161810084499e-8,7.787161810084499e-8,8.581863761447374e-8,8.581863761447374e-8,8.581863761447374e-8
140,421.5,421,422,7.974702451580605e-8,7.974702451580605e-8,7.974702451580605e-8,1.0494635834868987e-7,1.0494635834868987e-7,1.0494635834868987e-7
141,424.5,424,425,7.664586631170836e-8,7.664586631170836e-8,7.664586631170836e-8,8.620803541347317e-8,8.620803541347317e-8,8.620803541347317e-8
142,427.5,427,428,8.073610022220802e-8,8.073610022220802e-8,8.073610022220802e-8,9.205622623016147e-8,9.205622623016147e-8,9.205622623016147e-8
143,430.5,430,431,7.735839916738644e-8,7.735839916738644e-8,7.735839916738644e-8,9.568293297327576e-8,9.568293297327576e-8,9.568293297327576e-8
144,433.5,433,434,7.565848342138014e-8,7.565848342138014e-8,7.565848342138014e-8,8.829917035767926e-8,8.829917035767926e-8,8.829917035767926e-8
145,436.5,436,437,7.467455161201023e-8,7.467455161201023e-8,7.467455161201023e-8,1.0901018218855568e-7,1.0901018218855568e-7,1.0901018218855568e-7
146,439.5,439,440,7.834466595618383e-8,7.834466595618383e-8,7.834466595618383e-8,1.2320872623392595e-7,1.2320872623392595e-7,1.2320872623392595e-7
147,442.5,442,443,7.818698134641625e-8,7.818698134641625e-8,7.818698134641625e-8,8.955956602538583e-8,8.955956602538583e-8,8.955956602538583e-8
148,445.5,445,446,7.816758914967334e-8,7.816758914967334e-8,7.816758914967334e-8,8.281470243155905e-8,8.281470243155905e-8,8.281470243155905e-8
149,448.5,448,449,7.53697610176455e-8,7.53697610176455e-8,7.53697610176455e-8,8.74573959788279e-8,8.74573959788279e-8,8.74573959788279e-8
150,451.5,451,452,7.44428700444363e-8,7.44428700444363e-8,7.44428700444363e-8,9.877551965096716e-8,9.877551965096716e-8,9.877551965096716e-8
151,454.5,454,455,7.741461410943112e-8,7.741461410943112e-8,7.741461410943112e-8,8.830067698380301e-8,8.830067698380301e-8,8.830067698380301e-8
152,457.5,457,458,7.523580207526058e-8,7.523580207526058e-8,7.523580207526058e-8,8.116022340524463e-8,8.116022340524463e-8,8.116022340524463e-8
153,460.5,460,461,7.173616476700195e-8,7.173616476700195e-8,7.173616476700195e-8,8.419230958798118e-8,8.419230958798118e-8,8.419230958798118e-8
154,463.5,463,464,7.512505643577032e-8,7.512505643577032e-8,7.512505643577032e-8,1.5965797129850133e-7,1.5965797129850133e-7,1.5965797129850133e-7
155,466.5,466,467,7.255272844006825e-8,7.255272844006825e-8,7.255272844006825e-8,1.602215722916752e-7,1.602215722916752e-7,1.602215722916752e-7
156,469.5,469,470,7.413707016301935e-8,7.413707016301935e-8,7.413707016301935e-8,8.163597032098108e-8,8.163597032098108e-8,8.163597032098108e-8
157,472.5,472,473,7.452183698516221e-8,7.452183698516221e-8,7.452183698516221e-8,1.1170645150259825e-7,1.1170645150259825e-7,1.1170645150259825e-7
158,475.5,475,476,7.351061960719382e-8,7.351061960719382e-8,7.351061960719382e-8,1.1460782156489993e-7,1.1460782156489993e-7,1.1460782156489993e-7
159,478.5,478,479,7.457139626992175e-8,7.457139626992175e-8,7.457139626992175e-8,8.77898570398924e-8,8.77898570398924e-8,8.77898570398924e-8
160,481.5,481,482,7.51040562476488e-8,7.51040562476488e-8,7.51040562476488e-8,8.122103927965557e-8,8.122103927965557e-8,8.122103927965557e-8
161,484.5,484,485,7.390468424140359e-8,7.390468424140359e-8,7.390468424140359e-8,8.361164203079615e-8,8.361164203079615e-8,8.361164203079615e-8
162,487.5,487,488,7.317005248286903e-8,7.317005248286903e-8,7.317005248286903e-8,1.3000269808712744e-7,1.3000269808712744e-7,1.3000269808712744e-7
163,490.5,490,491,7.257063209213477e-8,7.257063209213477e-8,7.257063209213477e-8,8.880070389606936e-8,8.880070389606936e-8,8.880070389606936e-8
164,493.5,493,494,7.132075464267032e-8,7.132075464267032e-8,7.132075464267032e-8,7.850747152887724e-8,7.850747152887724e-8,7.850747152887724e-8
165,496.5,496,497,7.19749042625949e-8,7.19749042625949e-8,7.19749042625949e-8,9.151910228128139e-8,9.151910228128139e-8,9.151910228128139e-8
166,499.5,499,500,7.148309713306645e-8,7.148309713306645e-8,7.148309713306645e-8,1.0687516120508289e-7,1.0687516120508289e-7,1.0687516120508289e-7
167,502.5,502,503,7.191855801333371e-8,7.191855801333371e-8,7.191855801333371e-8,8.80546704022124e-8,8.80546704022124e-8,8.80546704022124e-8
168,505.5,505,506,7.191810548285226e-8,7.191810548285226e-8,7.191810548285226e-8,8.039181001757652e-8,8.039181001757652e-8,8.039181001757652e-8
169,508.5,508,509,6.79376390615017e-8,6.79376390615017e-8,6.79376390615017e-8,8.652537428331015e-8,8.652537428331015e-8,8.652537428331015e-8
170,511.5,511,512,7.04319958750633e-8,7.04319958750633e-8,7.04319958750633e-8,9.238318379462788e-8,9.238318379462788e-8,9.238318379462788e-8
171,514.5,514,515,7.31039430408783e-8,7.31039430408783e-8,7.31039430408783e-8,8.005315705128003e-8,8.005315705128003e-8,8.005315705128003e-8
172,517.5,517,518,6.87368993822155e-8,6.87368993822155e-8,6.87368993822155e-8,7.733857399983306e-8,7.733857399983306e-8,7.733857399983306e-8
173,520.5,520,521,6.959019317110402e-8,6.959019317110402e-8,6.959019317110402e-8,9.127759593921854e-8,9.127759593921854e-8,9.127759593921854e-8
174,523.5,523,524,6.919900291486199e-8,6.919900291486199e-8,6.919900291486199e-8,9.226834546572558e-8,9.226834546572558e-8,9.226834546572558e-8
175,526.5,526,527,6.828324670908583e-8,6.828324670908583e-8,6.828324670908583e-8,8.119522445757465e-8,8.119522445757465e-8,8.119522445757465e-8
176,529.5,529,530,7.133016214106384e-8,7.133016214106384e-8,7.133016214106384e-8,7.842334474100961e-8,7.842334474100961e-8,7.842334474100961e-8
177,532.5,532,533,6.556440334987377e-8,6.556440334987377e-8,6.556440334987377e-8,7.882664018002252e-8,7.882664018002252e-8,7.882664018002252e-8
