epoch,rich-serenity-26 - _step,rich-serenity-26 - _step__MIN,rich-serenity-26 - _step__MAX,rich-serenity-26 - train/loss,rich-serenity-26 - train/loss__MIN,rich-serenity-26 - train/loss__MAX,rich-serenity-26 - val/loss,rich-serenity-26 - val/loss__MIN,rich-serenity-26 - val/loss__MAX,misunderstood-night-25 - _step,misunderstood-night-25 - _step__MIN,misunderstood-night-25 - _step__MAX,misunderstood-night-25 - train/loss,misunderstood-night-25 - train/loss__MIN,misunderstood-night-25 - train/loss__MAX,misunderstood-night-25 - val/loss,misunderstood-night-25 - val/loss__MIN,misunderstood-night-25 - val/loss__MAX
446,1339.5,1339,1340,9.582506900307207e-9,9.582506900307207e-9,9.582506900307207e-9,9.907807936753757e-9,9.907807936753757e-9,9.907807936753757e-9,1339.5,1339,1340,1.6556024001525077e-8,1.6556024001525077e-8,1.6556024001525077e-8,1.632621621009799e-8,1.632621621009799e-8,1.632621621009799e-8
447,1342.5,1342,1343,9.623761132906534e-9,9.623761132906534e-9,9.623761132906534e-9,1.0211705426977471e-8,1.0211705426977471e-8,1.0211705426977471e-8,1342.5,1342,1343,1.654936209903405e-8,1.654936209903405e-8,1.654936209903405e-8,1.665959530632683e-8,1.665959530632683e-8,1.665959530632683e-8
448,1345.5,1345,1346,9.599047968212881e-9,9.599047968212881e-9,9.599047968212881e-9,1.0234151997488853e-8,1.0234151997488853e-8,1.0234151997488853e-8,1345.5,1345,1346,1.6563898706383857e-8,1.6563898706383857e-8,1.6563898706383857e-8,1.6340508430756914e-8,1.6340508430756914e-8,1.6340508430756914e-8
449,1348.5,1348,1349,9.575141582622891e-9,9.575141582622891e-9,9.575141582622891e-9,1.0041099815734946e-8,1.0041099815734946e-8,1.0041099815734946e-8,1348.5,1348,1349,1.6550626717444927e-8,1.6550626717444927e-8,1.6550626717444927e-8,1.6471933905937397e-8,1.6471933905937397e-8,1.6471933905937397e-8
450,1351.5,1351,1352,9.581578181088554e-9,9.581578181088554e-9,9.581578181088554e-9,9.878618565285421e-9,9.878618565285421e-9,9.878618565285421e-9,1351.5,1351,1352,1.652839382714463e-8,1.652839382714463e-8,1.652839382714463e-8,1.6504230208223165e-8,1.6504230208223165e-8,1.6504230208223165e-8
451,1354.5,1354,1355,9.57844598327558e-9,9.57844598327558e-9,9.57844598327558e-9,9.990326691932101e-9,9.990326691932101e-9,9.990326691932101e-9,1354.5,1354,1355,1.6557752669891268e-8,1.6557752669891268e-8,1.6557752669891268e-8,1.648146309707778e-8,1.648146309707778e-8,1.648146309707778e-8
452,1357.5,1357,1358,9.558500157761037e-9,9.558500157761037e-9,9.558500157761037e-9,1.00454559643638e-8,1.00454559643638e-8,1.00454559643638e-8,1357.5,1357,1358,1.6525819246143192e-8,1.6525819246143192e-8,1.6525819246143192e-8,1.6454735841521382e-8,1.6454735841521382e-8,1.6454735841521382e-8
453,1360.5,1360,1361,9.58620480898218e-9,9.58620480898218e-9,9.58620480898218e-9,9.96951725077373e-9,9.96951725077373e-9,9.96951725077373e-9,1360.5,1360,1361,1.6515952809026673e-8,1.6515952809026673e-8,1.6515952809026673e-8,1.6482774300819612e-8,1.6482774300819612e-8,1.6482774300819612e-8
454,1363.5,1363,1364,9.588373013294665e-9,9.588373013294665e-9,9.588373013294665e-9,1.009963294036871e-8,1.009963294036871e-8,1.009963294036871e-8,1363.5,1363,1364,1.6534680643571808e-8,1.6534680643571808e-8,1.6534680643571808e-8,1.6256830313430235e-8,1.6256830313430235e-8,1.6256830313430235e-8
455,1366.5,1366,1367,9.571549553823362e-9,9.571549553823362e-9,9.571549553823362e-9,9.846674079000001e-9,9.846674079000001e-9,9.846674079000001e-9,1366.5,1366,1367,1.65275707712823e-8,1.65275707712823e-8,1.65275707712823e-8,1.644383225095608e-8,1.644383225095608e-8,1.644383225095608e-8
456,1369.5,1369,1370,9.553472355308485e-9,9.553472355308485e-9,9.553472355308485e-9,1.0007331288911809e-8,1.0007331288911809e-8,1.0007331288911809e-8,1369.5,1369,1370,1.652180130765215e-8,1.652180130765215e-8,1.652180130765215e-8,1.6336465901414098e-8,1.6336465901414098e-8,1.6336465901414098e-8
457,1372.5,1372,1373,9.5616213615326e-9,9.5616213615326e-9,9.5616213615326e-9,1.0024466850368969e-8,1.0024466850368969e-8,1.0024466850368969e-8,1372.5,1372,1373,1.6524080670360468e-8,1.6524080670360468e-8,1.6524080670360468e-8,1.6353250145859197e-8,1.6353250145859197e-8,1.6353250145859197e-8
458,1375.5,1375,1376,9.552004357951251e-9,9.552004357951251e-9,9.552004357951251e-9,9.971484653267883e-9,9.971484653267883e-9,9.971484653267883e-9,1375.5,1375,1376,1.648578348005385e-8,1.648578348005385e-8,1.648578348005385e-8,1.6716860746379852e-8,1.6716860746379852e-8,1.6716860746379852e-8
459,1378.5,1378,1379,9.56937791029677e-9,9.56937791029677e-9,9.56937791029677e-9,1.0022579967157371e-8,1.0022579967157371e-8,1.0022579967157371e-8,1378.5,1378,1379,1.650744487963352e-8,1.650744487963352e-8,1.650744487963352e-8,1.6367535726955494e-8,1.6367535726955494e-8,1.6367535726955494e-8
460,1381.5,1381,1382,9.55460750081337e-9,9.55460750081337e-9,9.55460750081337e-9,1.0119969642489736e-8,1.0119969642489736e-8,1.0119969642489736e-8,1381.5,1381,1382,1.6491371531317226e-8,1.6491371531317226e-8,1.6491371531317226e-8,1.6440699141751604e-8,1.6440699141751604e-8,1.6440699141751604e-8
461,1384.5,1384,1385,9.547913813001489e-9,9.547913813001489e-9,9.547913813001489e-9,9.987784748165317e-9,9.987784748165317e-9,9.987784748165317e-9,1384.5,1384,1385,1.6492960356969202e-8,1.6492960356969202e-8,1.6492960356969202e-8,1.64584572553296e-8,1.64584572553296e-8,1.64584572553296e-8
462,1387.5,1387,1388,9.564453814992739e-9,9.564453814992739e-9,9.564453814992739e-9,9.88028384314913e-9,9.88028384314913e-9,9.88028384314913e-9,1387.5,1387,1388,1.6493146158252186e-8,1.6493146158252186e-8,1.6493146158252186e-8,1.6279725036210496e-8,1.6279725036210496e-8,1.6279725036210496e-8
463,1390.5,1390,1391,9.546025857907293e-9,9.546025857907293e-9,9.546025857907293e-9,9.882682861312162e-9,9.882682861312162e-9,9.882682861312162e-9,1390.5,1390,1391,1.6487870164378777e-8,1.6487870164378777e-8,1.6487870164378777e-8,1.6534906008340014e-8,1.6534906008340014e-8,1.6534906008340014e-8
464,1393.5,1393,1394,9.559332635906817e-9,9.559332635906817e-9,9.559332635906817e-9,9.966191743238332e-9,9.966191743238332e-9,9.966191743238332e-9,1393.5,1393,1394,1.6502094666665938e-8,1.6502094666665938e-8,1.6502094666665938e-8,1.640363242983521e-8,1.640363242983521e-8,1.640363242983521e-8
465,1396.5,1396,1397,9.526436349046229e-9,9.526436349046229e-9,9.526436349046229e-9,1.026232536533977e-8,1.026232536533977e-8,1.026232536533977e-8,1396.5,1396,1397,1.6480061091747163e-8,1.6480061091747163e-8,1.6480061091747163e-8,1.6450408460577893e-8,1.6450408460577893e-8,1.6450408460577893e-8
466,1399.5,1399,1400,9.544602198062423e-9,9.544602198062423e-9,9.544602198062423e-9,9.804459780020637e-9,9.804459780020637e-9,9.804459780020637e-9,1399.5,1399,1400,1.649015771531377e-8,1.649015771531377e-8,1.649015771531377e-8,1.6396845254504037e-8,1.6396845254504037e-8,1.6396845254504037e-8
467,1402.5,1402,1403,9.517835935296282e-9,9.517835935296282e-9,9.517835935296282e-9,9.940686960413153e-9,9.940686960413153e-9,9.940686960413153e-9,1402.5,1402,1403,1.645717700322214e-8,1.645717700322214e-8,1.645717700322214e-8,1.686758361457096e-8,1.686758361457096e-8,1.686758361457096e-8
468,1405.5,1405,1406,9.555247208875514e-9,9.555247208875514e-9,9.555247208875514e-9,1.0392787729927376e-8,1.0392787729927376e-8,1.0392787729927376e-8,1405.5,1405,1406,1.6462012786800788e-8,1.6462012786800788e-8,1.6462012786800788e-8,1.673999203445399e-8,1.673999203445399e-8,1.673999203445399e-8
469,1408.5,1408,1409,9.538082051880509e-9,9.538082051880509e-9,9.538082051880509e-9,9.89933984471169e-9,9.89933984471169e-9,9.89933984471169e-9,1408.5,1408,1409,1.6464803984746508e-8,1.6464803984746508e-8,1.6464803984746508e-8,1.6256597752019252e-8,1.6256597752019252e-8,1.6256597752019252e-8
470,1411.5,1411,1412,9.49977450657931e-9,9.49977450657931e-9,9.49977450657931e-9,1.0073729704581015e-8,1.0073729704581015e-8,1.0073729704581015e-8,1411.5,1411,1412,1.646192991730975e-8,1.646192991730975e-8,1.646192991730975e-8,1.6348789644016248e-8,1.6348789644016248e-8,1.6348789644016248e-8
471,1414.5,1414,1415,9.535841659332268e-9,9.535841659332268e-9,9.535841659332268e-9,9.996319729884748e-9,9.996319729884748e-9,9.996319729884748e-9,1414.5,1414,1415,1.646604091423522e-8,1.646604091423522e-8,1.646604091423522e-8,1.6343110949953513e-8,1.6343110949953513e-8,1.6343110949953513e-8
472,1417.5,1417,1418,9.53519011604025e-9,9.53519011604025e-9,9.53519011604025e-9,1.0037580247986814e-8,1.0037580247986814e-8,1.0037580247986814e-8,1417.5,1417,1418,1.6464314673070567e-8,1.6464314673070567e-8,1.6464314673070567e-8,1.657285630979252e-8,1.657285630979252e-8,1.657285630979252e-8
473,1420.5,1420,1421,9.515441185426882e-9,9.515441185426882e-9,9.515441185426882e-9,1.0438509133209999e-8,1.0438509133209999e-8,1.0438509133209999e-8,1420.5,1420,1421,1.644658071641302e-8,1.644658071641302e-8,1.644658071641302e-8,1.6239733076990917e-8,1.6239733076990917e-8,1.6239733076990917e-8
474,1423.5,1423,1424,9.514009402938355e-9,9.514009402938355e-9,9.514009402938355e-9,9.886478028770856e-9,9.886478028770856e-9,9.886478028770856e-9,1423.5,1423,1424,1.6431492457204272e-8,1.6431492457204272e-8,1.6431492457204272e-8,1.652843883213066e-8,1.652843883213066e-8,1.652843883213066e-8
475,1426.5,1426,1427,9.517861264939678e-9,9.517861264939678e-9,9.517861264939678e-9,1.0312549175683796e-8,1.0312549175683796e-8,1.0312549175683796e-8,1426.5,1426,1427,1.647345882159807e-8,1.647345882159807e-8,1.647345882159807e-8,1.6464746713873856e-8,1.6464746713873856e-8,1.6464746713873856e-8
476,1429.5,1429,1430,9.500243148755382e-9,9.500243148755382e-9,9.500243148755382e-9,1.009974570160893e-8,1.009974570160893e-8,1.009974570160893e-8,1429.5,1429,1430,1.6443561724198423e-8,1.6443561724198423e-8,1.6443561724198423e-8,1.64519834561437e-8,1.64519834561437e-8,1.64519834561437e-8
477,1432.5,1432,1433,9.52049803397254e-9,9.52049803397254e-9,9.52049803397254e-9,9.811787639010727e-9,9.811787639010727e-9,9.811787639010727e-9,1432.5,1432,1433,1.6469232536041817e-8,1.6469232536041817e-8,1.6469232536041817e-8,1.6424063534737345e-8,1.6424063534737345e-8,1.6424063534737345e-8
478,1435.5,1435,1436,9.536105379986285e-9,9.536105379986285e-9,9.536105379986285e-9,9.893366202654822e-9,9.893366202654822e-9,9.893366202654822e-9,1435.5,1435,1436,1.6436673915331833e-8,1.6436673915331833e-8,1.6436673915331833e-8,1.6500715707822128e-8,1.6500715707822128e-8,1.6500715707822128e-8
479,1438.5,1438,1439,9.490241317462127e-9,9.490241317462127e-9,9.490241317462127e-9,1.0060034025717727e-8,1.0060034025717727e-8,1.0060034025717727e-8,1438.5,1438,1439,1.643237143754826e-8,1.643237143754826e-8,1.643237143754826e-8,1.64287512830336e-8,1.64287512830336e-8,1.64287512830336e-8
480,1441.5,1441,1442,9.501117790649524e-9,9.501117790649524e-9,9.501117790649524e-9,9.958589323241561e-9,9.958589323241561e-9,9.958589323241561e-9,1441.5,1441,1442,1.644121362719156e-8,1.644121362719156e-8,1.644121362719156e-8,1.6558068070729296e-8,1.6558068070729296e-8,1.6558068070729296e-8
481,1444.5,1444,1445,9.508870858876734e-9,9.508870858876734e-9,9.508870858876734e-9,1.013501684226459e-8,1.013501684226459e-8,1.013501684226459e-8,1444.5,1444,1445,1.6442133618067546e-8,1.6442133618067546e-8,1.6442133618067546e-8,1.642632565126707e-8,1.642632565126707e-8,1.642632565126707e-8
482,1447.5,1447,1448,9.499129896506667e-9,9.499129896506667e-9,9.499129896506667e-9,9.912187880967757e-9,9.912187880967757e-9,9.912187880967757e-9,1447.5,1447,1448,1.6439706695249996e-8,1.6439706695249996e-8,1.6439706695249996e-8,1.6231979486422956e-8,1.6231979486422956e-8,1.6231979486422956e-8
483,1450.5,1450,1451,9.493873413001656e-9,9.493873413001656e-9,9.493873413001656e-9,9.902722305546031e-9,9.902722305546031e-9,9.902722305546031e-9,1450.5,1450,1451,1.642534550892711e-8,1.642534550892711e-8,1.642534550892711e-8,1.6162691782999676e-8,1.6162691782999676e-8,1.6162691782999676e-8
484,1453.5,1453,1454,9.510964562260006e-9,9.510964562260006e-9,9.510964562260006e-9,1.0352341158797833e-8,1.0352341158797833e-8,1.0352341158797833e-8,1453.5,1453,1454,1.6412151542340363e-8,1.6412151542340363e-8,1.6412151542340363e-8,1.6471846934665557e-8,1.6471846934665557e-8,1.6471846934665557e-8
485,1456.5,1456,1457,9.514946700054e-9,9.514946700054e-9,9.514946700054e-9,1.0080880726875964e-8,1.0080880726875964e-8,1.0080880726875964e-8,1456.5,1456,1457,1.641977091736493e-8,1.641977091736493e-8,1.641977091736493e-8,1.6479678269759628e-8,1.6479678269759628e-8,1.6479678269759628e-8
486,1459.5,1459,1460,9.4655138959433e-9,9.4655138959433e-9,9.4655138959433e-9,9.908592254858557e-9,9.908592254858557e-9,9.908592254858557e-9,1459.5,1459,1460,1.6420250753466936e-8,1.6420250753466936e-8,1.6420250753466936e-8,1.6582990065870606e-8,1.6582990065870606e-8,1.6582990065870606e-8
487,1462.5,1462,1463,9.496584891297243e-9,9.496584891297243e-9,9.496584891297243e-9,1.0292069794592379e-8,1.0292069794592379e-8,1.0292069794592379e-8,1462.5,1462,1463,1.6416204191051347e-8,1.6416204191051347e-8,1.6416204191051347e-8,1.6228820917368837e-8,1.6228820917368837e-8,1.6228820917368837e-8
488,1465.5,1465,1466,9.497561399581616e-9,9.497561399581616e-9,9.497561399581616e-9,9.899454367540555e-9,9.899454367540555e-9,9.899454367540555e-9,1465.5,1465,1466,1.6418489610164057e-8,1.6418489610164057e-8,1.6418489610164057e-8,1.630657726613475e-8,1.630657726613475e-8,1.630657726613475e-8
489,1468.5,1468,1469,9.478872876412014e-9,9.478872876412014e-9,9.478872876412014e-9,9.800710091405218e-9,9.800710091405218e-9,9.800710091405218e-9,1468.5,1468,1469,1.641344576660527e-8,1.641344576660527e-8,1.641344576660527e-8,1.6252107631802616e-8,1.6252107631802616e-8,1.6252107631802616e-8
490,1471.5,1471,1472,9.468731300871507e-9,9.468731300871507e-9,9.468731300871507e-9,9.848312478953766e-9,9.848312478953766e-9,9.848312478953766e-9,1471.5,1471,1472,1.6415305661381867e-8,1.6415305661381867e-8,1.6415305661381867e-8,1.669141185472562e-8,1.669141185472562e-8,1.669141185472562e-8
491,1474.5,1474,1475,9.47173489587626e-9,9.47173489587626e-9,9.47173489587626e-9,9.761205174478442e-9,9.761205174478442e-9,9.761205174478442e-9,1474.5,1474,1475,1.643031023251569e-8,1.643031023251569e-8,1.643031023251569e-8,1.625477748853161e-8,1.625477748853161e-8,1.625477748853161e-8
492,1477.5,1477,1478,9.442045189781347e-9,9.442045189781347e-9,9.442045189781347e-9,9.827175702493715e-9,9.827175702493715e-9,9.827175702493715e-9,1477.5,1477,1478,1.6408168697208943e-8,1.6408168697208943e-8,1.6408168697208943e-8,1.6208992317343177e-8,1.6208992317343177e-8,1.6208992317343177e-8
493,1480.5,1480,1481,9.49696500232875e-9,9.49696500232875e-9,9.49696500232875e-9,1.057978973042787e-8,1.057978973042787e-8,1.057978973042787e-8,1480.5,1480,1481,1.6384895925098138e-8,1.6384895925098138e-8,1.6384895925098138e-8,1.6300791430012423e-8,1.6300791430012423e-8,1.6300791430012423e-8
494,1483.5,1483,1484,9.470854301214997e-9,9.470854301214997e-9,9.470854301214997e-9,1.0413600603016453e-8,1.0413600603016453e-8,1.0413600603016453e-8,1483.5,1483,1484,1.640118617187129e-8,1.640118617187129e-8,1.640118617187129e-8,1.625056324388105e-8,1.625056324388105e-8,1.625056324388105e-8
495,1486.5,1486,1487,9.455221294906909e-9,9.455221294906909e-9,9.455221294906909e-9,1.0484211431918998e-8,1.0484211431918998e-8,1.0484211431918998e-8,1486.5,1486,1487,1.640353079623261e-8,1.640353079623261e-8,1.640353079623261e-8,1.6296828929608854e-8,1.6296828929608854e-8,1.6296828929608854e-8
496,1489.5,1489,1490,9.49110175701486e-9,9.49110175701486e-9,9.49110175701486e-9,9.88889068921473e-9,9.88889068921473e-9,9.88889068921473e-9,1489.5,1489,1490,1.6385863808987488e-8,1.6385863808987488e-8,1.6385863808987488e-8,1.613970379635704e-8,1.613970379635704e-8,1.613970379635704e-8
497,1492.5,1492,1493,9.470651223640361e-9,9.470651223640361e-9,9.470651223640361e-9,1.0024601136628e-8,1.0024601136628e-8,1.0024601136628e-8,1492.5,1492,1493,1.6386492052345898e-8,1.6386492052345898e-8,1.6386492052345898e-8,1.6192805752381107e-8,1.6192805752381107e-8,1.6192805752381107e-8
498,1495.5,1495,1496,9.491351873220023e-9,9.491351873220023e-9,9.491351873220023e-9,1.0017315372222771e-8,1.0017315372222771e-8,1.0017315372222771e-8,1495.5,1495,1496,1.63653958786756e-8,1.63653958786756e-8,1.63653958786756e-8,1.6273452346437453e-8,1.6273452346437453e-8,1.6273452346437453e-8
499,1498.5,1498,1499,9.447121460244918e-9,9.447121460244918e-9,9.447121460244918e-9,1.0009449420662335e-8,1.0009449420662335e-8,1.0009449420662335e-8,1498.5,1498,1499,1.636860473145683e-8,1.636860473145683e-8,1.636860473145683e-8,1.63549613792401e-8,1.63549613792401e-8,1.63549613792401e-8
500,1501.5,1501,1502,9.449142053237708e-9,9.449142053237708e-9,9.449142053237708e-9,9.732060219363185e-9,9.732060219363185e-9,9.732060219363185e-9,1501.5,1501,1502,1.6389143930483452e-8,1.6389143930483452e-8,1.6389143930483452e-8,1.6608082155230932e-8,1.6608082155230932e-8,1.6608082155230932e-8
501,1504.5,1504,1505,9.449642086017217e-9,9.449642086017217e-9,9.449642086017217e-9,1.0320916273530364e-8,1.0320916273530364e-8,1.0320916273530364e-8,1504.5,1504,1505,1.6374943171234187e-8,1.6374943171234187e-8,1.6374943171234187e-8,1.6401736555629955e-8,1.6401736555629955e-8,1.6401736555629955e-8
502,1507.5,1507,1508,9.43407768697455e-9,9.43407768697455e-9,9.43407768697455e-9,1.0067449183167216e-8,1.0067449183167216e-8,1.0067449183167216e-8,1507.5,1507,1508,1.6370991648798695e-8,1.6370991648798695e-8,1.6370991648798695e-8,1.6074988583798165e-8,1.6074988583798165e-8,1.6074988583798165e-8
503,1510.5,1510,1511,9.452851468405571e-9,9.452851468405571e-9,9.452851468405571e-9,9.804690010280235e-9,9.804690010280235e-9,9.804690010280235e-9,1510.5,1510,1511,1.636828494844003e-8,1.636828494844003e-8,1.636828494844003e-8,1.627249838787288e-8,1.627249838787288e-8,1.627249838787288e-8
504,1513.5,1513,1514,9.44025199997021e-9,9.44025199997021e-9,9.44025199997021e-9,1.0361806381560829e-8,1.0361806381560829e-8,1.0361806381560829e-8,1513.5,1513,1514,1.6370780738574075e-8,1.6370780738574075e-8,1.6370780738574075e-8,1.6310007194585597e-8,1.6310007194585597e-8,1.6310007194585597e-8
505,1516.5,1516,1517,9.446382332102365e-9,9.446382332102365e-9,9.446382332102365e-9,1.007168743172327e-8,1.007168743172327e-8,1.007168743172327e-8,1516.5,1516,1517,1.6357407527740648e-8,1.6357407527740648e-8,1.6357407527740648e-8,1.622332219583944e-8,1.622332219583944e-8,1.622332219583944e-8
506,1519.5,1519,1520,9.422213676711614e-9,9.422213676711614e-9,9.422213676711614e-9,9.776483291228505e-9,9.776483291228505e-9,9.776483291228505e-9,1519.5,1519,1520,1.6369393827267432e-8,1.6369393827267432e-8,1.6369393827267432e-8,1.6472058603686343e-8,1.6472058603686343e-8,1.6472058603686343e-8
507,1522.5,1522,1523,9.446523318082892e-9,9.446523318082892e-9,9.446523318082892e-9,9.98030198794764e-9,9.98030198794764e-9,9.98030198794764e-9,1522.5,1522,1523,1.6330875128089592e-8,1.6330875128089592e-8,1.6330875128089592e-8,1.6161830741115492e-8,1.6161830741115492e-8,1.6161830741115492e-8
508,1525.5,1525,1526,9.428045487386466e-9,9.428045487386466e-9,9.428045487386466e-9,9.708208351226177e-9,9.708208351226177e-9,9.708208351226177e-9,1525.5,1525,1526,1.6363437264573904e-8,1.6363437264573904e-8,1.6363437264573904e-8,1.6374986306801218e-8,1.6374986306801218e-8,1.6374986306801218e-8
509,1528.5,1528,1529,9.449058966408207e-9,9.449058966408207e-9,9.449058966408207e-9,9.84529477830871e-9,9.84529477830871e-9,9.84529477830871e-9,1528.5,1528,1529,1.6348211475857968e-8,1.6348211475857968e-8,1.6348211475857968e-8,1.6488125404716014e-8,1.6488125404716014e-8,1.6488125404716014e-8
510,1531.5,1531,1532,9.404506032853318e-9,9.404506032853318e-9,9.404506032853318e-9,9.686701713972656e-9,9.686701713972656e-9,9.686701713972656e-9,1531.5,1531,1532,1.6342729085448177e-8,1.6342729085448177e-8,1.6342729085448177e-8,1.640001812633499e-8,1.640001812633499e-8,1.640001812633499e-8
511,1534.5,1534,1535,9.4377710539711e-9,9.4377710539711e-9,9.4377710539711e-9,1.0349468190363807e-8,1.0349468190363807e-8,1.0349468190363807e-8,1534.5,1534,1535,1.6354403070024725e-8,1.6354403070024725e-8,1.6354403070024725e-8,1.6313987805322956e-8,1.6313987805322956e-8,1.6313987805322956e-8
512,1537.5,1537,1538,9.441261481338766e-9,9.441261481338766e-9,9.441261481338766e-9,9.834620939188853e-9,9.834620939188853e-9,9.834620939188853e-9,1537.5,1537,1538,1.6350986458161316e-8,1.6350986458161316e-8,1.6350986458161316e-8,1.64736585807681e-8,1.64736585807681e-8,1.64736585807681e-8
513,1540.5,1540,1541,9.40764799655703e-9,9.40764799655703e-9,9.40764799655703e-9,9.97433484892603e-9,9.97433484892603e-9,9.97433484892603e-9,1540.5,1540,1541,1.6328651028959747e-8,1.6328651028959747e-8,1.6328651028959747e-8,1.622921022548032e-8,1.622921022548032e-8,1.622921022548032e-8
514,1543.5,1543,1544,9.421851080090092e-9,9.421851080090092e-9,9.421851080090092e-9,1.026173050583217e-8,1.026173050583217e-8,1.026173050583217e-8,1543.5,1543,1544,1.6331655943183654e-8,1.6331655943183654e-8,1.6331655943183654e-8,1.616836481776224e-8,1.616836481776224e-8,1.616836481776224e-8
515,1546.5,1546,1547,9.435431860739002e-9,9.435431860739002e-9,9.435431860739002e-9,1.0211367249060516e-8,1.0211367249060516e-8,1.0211367249060516e-8,1546.5,1546,1547,1.633946803060308e-8,1.633946803060308e-8,1.633946803060308e-8,1.6288339275658702e-8,1.6288339275658702e-8,1.6288339275658702e-8
516,1549.5,1549,1550,9.407176467097097e-9,9.407176467097097e-9,9.407176467097097e-9,9.956252033831905e-9,9.956252033831905e-9,9.956252033831905e-9,1549.5,1549,1550,1.6330449516674767e-8,1.6330449516674767e-8,1.6330449516674767e-8,1.628244253484952e-8,1.628244253484952e-8,1.628244253484952e-8
517,1552.5,1552,1553,9.429482105336416e-9,9.429482105336416e-9,9.429482105336416e-9,9.967518122014028e-9,9.967518122014028e-9,9.967518122014028e-9,1552.5,1552,1553,1.632082578455744e-8,1.632082578455744e-8,1.632082578455744e-8,1.6400707627088986e-8,1.6400707627088986e-8,1.6400707627088986e-8
518,1555.5,1555,1556,9.408666784582533e-9,9.408666784582533e-9,9.408666784582533e-9,9.778801975868878e-9,9.778801975868878e-9,9.778801975868878e-9,1555.5,1555,1556,1.6314212605072935e-8,1.6314212605072935e-8,1.6314212605072935e-8,1.6077699748044167e-8,1.6077699748044167e-8,1.6077699748044167e-8
519,1558.5,1558,1559,9.403071822954523e-9,9.403071822954523e-9,9.403071822954523e-9,9.84926564393077e-9,9.84926564393077e-9,9.84926564393077e-9,1558.5,1558,1559,1.6307748477270493e-8,1.6307748477270493e-8,1.6307748477270493e-8,1.6440212588426944e-8,1.6440212588426944e-8,1.6440212588426944e-8
520,1561.5,1561,1562,9.412610566710902e-9,9.412610566710902e-9,9.412610566710902e-9,9.764234945201525e-9,9.764234945201525e-9,9.764234945201525e-9,1561.5,1561,1562,1.632796007401684e-8,1.632796007401684e-8,1.632796007401684e-8,1.638732119272471e-8,1.638732119272471e-8,1.638732119272471e-8
521,1564.5,1564,1565,9.403296888706874e-9,9.403296888706874e-9,9.403296888706874e-9,1.0357359110054498e-8,1.0357359110054498e-8,1.0357359110054498e-8,1564.5,1564,1565,1.633498631345399e-8,1.633498631345399e-8,1.633498631345399e-8,1.6193265409956277e-8,1.6193265409956277e-8,1.6193265409956277e-8
522,1567.5,1567,1568,9.395516412036528e-9,9.395516412036528e-9,9.395516412036528e-9,9.830847332419987e-9,9.830847332419987e-9,9.830847332419987e-9,1567.5,1567,1568,1.6317177114529664e-8,1.6317177114529664e-8,1.6317177114529664e-8,1.6372989435216133e-8,1.6372989435216133e-8,1.6372989435216133e-8
523,1570.5,1570,1571,9.416493278796987e-9,9.416493278796987e-9,9.416493278796987e-9,1.0102238785817456e-8,1.0102238785817456e-8,1.0102238785817456e-8,1570.5,1570,1571,1.631595713809862e-8,1.631595713809862e-8,1.631595713809862e-8,1.6126530658314515e-8,1.6126530658314515e-8,1.6126530658314515e-8
524,1573.5,1573,1574,9.407254975332926e-9,9.407254975332926e-9,9.407254975332926e-9,9.726331688331035e-9,9.726331688331035e-9,9.726331688331035e-9,1573.5,1573,1574,1.6302022865737267e-8,1.6302022865737267e-8,1.6302022865737267e-8,1.6481461471158214e-8,1.6481461471158214e-8,1.6481461471158214e-8
525,1576.5,1576,1577,9.395529435053189e-9,9.395529435053189e-9,9.395529435053189e-9,9.993147934756936e-9,9.993147934756936e-9,9.993147934756936e-9,1576.5,1576,1577,1.6318876956038483e-8,1.6318876956038483e-8,1.6318876956038483e-8,1.619771798305756e-8,1.619771798305756e-8,1.619771798305756e-8
526,1579.5,1579,1580,9.393493717843802e-9,9.393493717843802e-9,9.393493717843802e-9,9.765459238080445e-9,9.765459238080445e-9,9.765459238080445e-9,1579.5,1579,1580,1.6299229610680923e-8,1.6299229610680923e-8,1.6299229610680923e-8,1.6568174840217464e-8,1.6568174840217464e-8,1.6568174840217464e-8
527,1582.5,1582,1583,9.407494889074827e-9,9.407494889074827e-9,9.407494889074827e-9,9.842462387084592e-9,9.842462387084592e-9,9.842462387084592e-9,1582.5,1582,1583,1.6300415977094294e-8,1.6300415977094294e-8,1.6300415977094294e-8,1.6054964471774398e-8,1.6054964471774398e-8,1.6054964471774398e-8
528,1585.5,1585,1586,9.401009148181734e-9,9.401009148181734e-9,9.401009148181734e-9,9.683246127247464e-9,9.683246127247464e-9,9.683246127247464e-9,1585.5,1585,1586,1.631485251606553e-8,1.631485251606553e-8,1.631485251606553e-8,1.6501675093970484e-8,1.6501675093970484e-8,1.6501675093970484e-8
529,1588.5,1588,1589,9.393195444618314e-9,9.393195444618314e-9,9.393195444618314e-9,9.767661391533141e-9,9.767661391533141e-9,9.767661391533141e-9,1588.5,1588,1589,1.628047486413324e-8,1.628047486413324e-8,1.628047486413324e-8,1.614645543823903e-8,1.614645543823903e-8,1.614645543823903e-8
530,1591.5,1591,1592,9.36867901699484e-9,9.36867901699484e-9,9.36867901699484e-9,9.82330608805788e-9,9.82330608805788e-9,9.82330608805788e-9,1591.5,1591,1592,1.6302032101150854e-8,1.6302032101150854e-8,1.6302032101150854e-8,1.608908485542869e-8,1.608908485542869e-8,1.608908485542869e-8
